"productkey","storekey","risk_profile","total_cash_frozen","total_lost_revenue","total_estimated_impact","impact_bucket","recommended_action"
1509,999999,mixed_or_stable,17677.440,51298.18,68975.620,1,No action – monitor only
319,999999,mixed_or_stable,11459.216,57139.7915,68599.0075,1,No action – monitor only
400,999999,mixed_or_stable,19346.19,49016.07,68362.26,1,No action – monitor only
1515,999999,mixed_or_stable,12988.556,55226.22,68214.776,1,No action – monitor only
2103,999999,mixed_or_stable,17942.8272,49515.014,67457.8412,1,No action – monitor only
139,999999,mixed_or_stable,15290.3450,52148.457010,67438.802010,1,No action – monitor only
455,610,mixed_or_stable,14462.80,52879.26,67342.06,1,No action – monitor only
1410,999999,mixed_or_stable,18023.208,49280.72,67303.928,1,No action – monitor only
383,999999,mixed_or_stable,13910.73,53376.890,67287.620,1,No action – monitor only
122,999999,mixed_or_stable,13519.800,53087.083965,66606.883965,1,No action – monitor only
390,999999,mixed_or_stable,9253.17,57104.04,66357.21,1,No action – monitor only
1514,999999,mixed_or_stable,12568.41,53711.424,66279.834,1,No action – monitor only
1550,999999,mixed_or_stable,13854.576,52296.16,66150.736,1,No action – monitor only
1228,999999,mixed_or_stable,12613.390,53042.04,65655.430,1,No action – monitor only
360,999999,mixed_or_stable,8621.43,56868.9,65490.33,1,No action – monitor only
153,999999,mixed_or_stable,16781.718,47961.378440,64743.096440,1,No action – monitor only
377,999999,mixed_or_stable,16527.60,48189.55,64717.15,1,No action – monitor only
1608,999999,mixed_or_stable,15500.512,48682.45392,64182.96592,1,No action – monitor only
1555,999999,mixed_or_stable,9559.312,54320.480,63879.792,1,No action – monitor only
2512,999999,mixed_or_stable,9277.278,54530.28504,63807.56304,1,No action – monitor only
614,999999,mixed_or_stable,16538.4,46987.965,63526.365,1,No action – monitor only
1568,999999,mixed_or_stable,12515.472,50996.40,63511.872,1,No action – monitor only
461,999999,mixed_or_stable,8818.875,54213.705,63032.580,1,No action – monitor only
1511,999999,mixed_or_stable,14280.036,47896.266,62176.302,1,No action – monitor only
1644,999999,mixed_or_stable,12769.614,48671.81292,61441.42692,1,No action – monitor only
1520,999999,mixed_or_stable,11923.176,49398.16,61321.336,1,No action – monitor only
530,999999,mixed_or_stable,14663.935,46641.65,61305.585,1,No action – monitor only
2513,999999,mixed_or_stable,9742.434,51462.52104,61204.95504,1,No action – monitor only
491,999999,mixed_or_stable,9331.595,51788.635,61120.230,1,No action – monitor only
133,999999,mixed_or_stable,13856.0730,47207.030175,61063.103175,1,No action – monitor only
53,999999,mixed_or_stable,8144.7135,52507.7360,60652.4495,1,No action – monitor only
1560,999999,mixed_or_stable,11473.056,48981.90,60454.956,1,No action – monitor only
1836,999999,mixed_or_stable,10491.992,49700.25,60192.242,1,No action – monitor only
130,999999,mixed_or_stable,11221.7985,48908.7,60130.4985,1,No action – monitor only
1472,999999,mixed_or_stable,11606.496,48454.382,60060.878,1,No action – monitor only
341,999999,mixed_or_stable,19566.360,40483.455,60049.815,1,No action – monitor only
1508,999999,mixed_or_stable,12140.480,47863.8,60004.280,1,No action – monitor only
408,999999,mixed_or_stable,10283.11,49576.99,59860.10,1,No action – monitor only
140,999999,mixed_or_stable,15761.7015,43668.376615,59430.078115,1,No action – monitor only
1505,999999,mixed_or_stable,9561.608,49755.90,59317.508,1,No action – monitor only
1873,999999,systematic_underforecast,4116.015,54999.828,59115.843,1,Prioritize earlier replenishment and protect high-margin SKUs
1502,999999,mixed_or_stable,10353.522,48738.314,59091.836,1,No action – monitor only
1477,999999,mixed_or_stable,12474.448,46582.956,59057.404,1,No action – monitor only
1564,999999,mixed_or_stable,10326.192,48212.488,58538.680,1,No action – monitor only
518,999999,mixed_or_stable,14396.00,43997.47,58393.47,1,No action – monitor only
406,999999,mixed_or_stable,9664.38,48565.71900,58230.09900,1,No action – monitor only
51,999999,mixed_or_stable,11477.1990,46507.910115,57985.109115,1,No action – monitor only
347,999999,mixed_or_stable,8488.62,49458.40,57947.02,1,No action – monitor only
1481,999999,mixed_or_stable,9751.706,48141.296,57893.002,1,No action – monitor only
2109,999999,mixed_or_stable,11171.9280,46518.7140,57690.6420,1,No action – monitor only
1574,999999,mixed_or_stable,8591.526,48982.91482,57574.44082,1,No action – monitor only
1897,999999,mixed_or_stable,11927.475,45567.8576,57495.3326,1,No action – monitor only
1501,999999,mixed_or_stable,9646.396,47757.034,57403.430,1,No action – monitor only
2098,999999,mixed_or_stable,16549.4610,40790.3680,57339.8290,1,No action – monitor only
565,999999,mixed_or_stable,16393.44,40842.57,57236.01,1,No action – monitor only
413,999999,mixed_or_stable,16252.14,40833.830,57085.970,1,No action – monitor only
590,999999,mixed_or_stable,10566.2,46473.48,57039.68,1,No action – monitor only
55,999999,mixed_or_stable,10075.7118,46493.7264,56569.4382,1,No action – monitor only
154,999999,mixed_or_stable,11638.062,44824.563675,56462.625675,1,No action – monitor only
1475,999999,mixed_or_stable,14427.028,41944.18,56371.208,1,No action – monitor only
142,999999,mixed_or_stable,11944.614,44359.371305,56303.985305,1,No action – monitor only
504,999999,mixed_or_stable,11516.80,44601.425,56118.225,1,No action – monitor only
1658,999999,mixed_or_stable,11877.744,44208.72066,56086.46466,1,No action – monitor only
624,999999,mixed_or_stable,13339.76,42548.130,55887.890,1,No action – monitor only
367,999999,mixed_or_stable,7811.4,48058.92,55870.32,1,No action – monitor only
433,80,systematic_overforecast,11076.225,44322.06,55398.285,1,Reduce safety buffers and tighten replenishment thresholds
1619,999999,mixed_or_stable,10961.507,44421.15524,55382.66224,1,No action – monitor only
1572,999999,mixed_or_stable,10193.274,44856.42480,55049.69880,1,No action – monitor only
1882,999999,systematic_underforecast,13179.90,41636.40,54816.30,1,Prioritize earlier replenishment and protect high-margin SKUs
578,999999,mixed_or_stable,12863.2,41948.01,54811.21,1,No action – monitor only
506,999999,mixed_or_stable,10011.165,44759.680,54770.845,1,No action – monitor only
411,999999,mixed_or_stable,19125.68,35509.200,54634.880,1,No action – monitor only
463,999999,mixed_or_stable,11382.495,43212.390,54594.885,1,No action – monitor only
399,999999,mixed_or_stable,12395.70,41977.920,54373.620,1,No action – monitor only
1909,999999,mixed_or_stable,10284.134,44083.06224,54367.19624,1,No action – monitor only
136,999999,mixed_or_stable,12053.6570,42045.967575,54099.624575,1,No action – monitor only
601,999999,mixed_or_stable,9643.20,44435.430,54078.630,1,No action – monitor only
1468,999999,mixed_or_stable,10481.346,43490.034,53971.380,1,No action – monitor only
577,999999,mixed_or_stable,17357.76,36396.93,53754.69,1,No action – monitor only
635,999999,mixed_or_stable,10768.24,42981.510,53749.750,1,No action – monitor only
1921,999999,mixed_or_stable,12828.662,40579.713188,53408.375188,1,No action – monitor only
1207,999999,mixed_or_stable,11935.557,40377.28,52312.837,1,No action – monitor only
351,999999,mixed_or_stable,11048.85,41260.80,52309.65,1,No action – monitor only
1645,999999,mixed_or_stable,9806.808,42128.36316,51935.17116,1,No action – monitor only
2099,999999,mixed_or_stable,13151.6304,37974.2975,51125.9279,1,No action – monitor only
1957,999999,mixed_or_stable,9011.870,41990.26878,51002.13878,1,No action – monitor only
1575,999999,mixed_or_stable,10723.515,40210.88997,50934.40497,1,No action – monitor only
416,360,mixed_or_stable,7705.2,42636,50341.2,1,No action – monitor only
123,999999,mixed_or_stable,13397.478,36621.572040,50019.050040,1,No action – monitor only
350,999999,mixed_or_stable,13934.27,35726.46,49660.73,1,No action – monitor only
134,999999,mixed_or_stable,12592.7725,36734.776425,49327.548925,1,No action – monitor only
1546,999999,mixed_or_stable,8645.184,40568.264,49213.448,1,No action – monitor only
375,999999,mixed_or_stable,9482.48,39685.725,49168.205,1,No action – monitor only
1510,999999,mixed_or_stable,9668.190,39290.046,48958.236,1,No action – monitor only
389,999999,mixed_or_stable,13635.27,35275.11,48910.38,1,No action – monitor only
1600,999999,mixed_or_stable,10642.676,38169.02388,48811.69988,1,No action – monitor only
381,999999,mixed_or_stable,14946.96,33782.670,48729.630,1,No action – monitor only
503,999999,mixed_or_stable,10989.675,37555.245,48544.920,1,No action – monitor only
1642,999999,mixed_or_stable,8537.034,39918.62052,48455.65452,1,No action – monitor only
580,999999,mixed_or_stable,13610.4,34777.805,48388.205,1,No action – monitor only
65,999999,mixed_or_stable,8830.0992,39453.2940,48283.3932,1,No action – monitor only
466,999999,mixed_or_stable,12509.25,35479.035,47988.285,1,No action – monitor only
325,999999,mixed_or_stable,10027.8390,37882.0840,47909.9230,1,No action – monitor only
379,999999,mixed_or_stable,10470.6,37361.23,47831.83,1,No action – monitor only
544,999999,mixed_or_stable,10303.2,37509.830,47813.030,1,No action – monitor only
132,999999,mixed_or_stable,8698.0410,38931.2,47629.2410,1,No action – monitor only
1599,999999,mixed_or_stable,9788.174,37762.64840,47550.82240,1,No action – monitor only
395,999999,mixed_or_stable,9141.0,38239.80,47380.80,1,No action – monitor only
1915,999999,mixed_or_stable,13973.6996,33376.215699,47349.915299,1,No action – monitor only
361,999999,systematic_overforecast,8924.40,38398.190,47322.590,1,Reduce safety buffers and tighten replenishment thresholds
1480,999999,mixed_or_stable,9339.340,37862.016,47201.356,1,No action – monitor only
465,999999,systematic_underforecast,7623.040,39326.560,46949.600,1,Prioritize earlier replenishment and protect high-margin SKUs
1620,999999,mixed_or_stable,7601.550,39299.82135,46901.37135,1,No action – monitor only
639,999999,mixed_or_stable,7984.20,38877.30,46861.50,1,No action – monitor only
1951,999999,mixed_or_stable,11344.354,34950.29078,46294.64478,1,No action – monitor only
528,999999,mixed_or_stable,6105.375,40057.290,46162.665,1,No action – monitor only
141,999999,mixed_or_stable,10889.328,35255.12479,46144.45279,1,No action – monitor only
1230,999999,mixed_or_stable,11000.164,35049.24,46049.404,1,No action – monitor only
428,670,mixed_or_stable,12681.475,33352.98,46034.455,1,No action – monitor only
352,999999,mixed_or_stable,9381.125,36640.0,46021.125,1,No action – monitor only
342,999999,mixed_or_stable,10054.29,35838.170,45892.460,1,No action – monitor only
1500,999999,mixed_or_stable,10562.662,35226.288,45788.950,1,No action – monitor only
616,999999,mixed_or_stable,10557.6,34643.075,45200.675,1,No action – monitor only
533,999999,mixed_or_stable,5901.80,39152.070,45053.870,1,No action – monitor only
126,999999,mixed_or_stable,6466.5795,37961.9235,44428.5030,1,No action – monitor only
144,999999,mixed_or_stable,10843.446,33579.230655,44422.676655,1,No action – monitor only
135,999999,mixed_or_stable,9720.1720,34629.827175,44349.999175,1,No action – monitor only
531,999999,mixed_or_stable,9786.195,34065.430,43851.625,1,No action – monitor only
117,999999,mixed_or_stable,6773.2605,37064.534605,43837.795105,1,No action – monitor only
519,999999,mixed_or_stable,7588.330,36093.89,43682.220,1,No action – monitor only
438,450,mixed_or_stable,6850.80,36599.175,43449.975,1,No action – monitor only
1156,999999,mixed_or_stable,8375.738,35049.6,43425.338,1,No action – monitor only
303,999999,mixed_or_stable,8839.144,34235.124,43074.268,1,No action – monitor only
1616,999999,mixed_or_stable,8900.916,34157.86834,43058.78434,1,No action – monitor only
1884,999999,mixed_or_stable,7440.667,35449.182,42889.849,1,No action – monitor only
1617,999999,mixed_or_stable,8825.103,34009.04736,42834.15036,1,No action – monitor only
450,480,mixed_or_stable,5785.12,36833.52,42618.64,1,No action – monitor only
450,610,mixed_or_stable,6241.84,36162.65,42404.49,1,No action – monitor only
353,999999,mixed_or_stable,8928.465,33232.266,42160.731,1,No action – monitor only
1182,999999,mixed_or_stable,8166.388,33784.92,41951.308,1,No action – monitor only
429,560,systematic_overforecast,8276.10,33489.4175,41765.5175,1,Reduce safety buffers and tighten replenishment thresholds
370,999999,mixed_or_stable,8297.70,33293.6730,41591.3730,1,No action – monitor only
428,550,systematic_overforecast,10434.125,30911.10,41345.225,1,Reduce safety buffers and tighten replenishment thresholds
545,999999,mixed_or_stable,6691.52,34581.060,41272.580,1,No action – monitor only
63,999999,mixed_or_stable,6500.2116,34552.6104,41052.8220,1,No action – monitor only
1838,999999,mixed_or_stable,15092.055,25419.42,40511.475,1,No action – monitor only
1158,999999,mixed_or_stable,11474.292,29000.40,40474.692,1,No action – monitor only
366,999999,mixed_or_stable,12026.01,28432.58,40458.59,1,No action – monitor only
1157,999999,mixed_or_stable,9318.122,30999.60,40317.722,1,No action – monitor only
612,390,systematic_underforecast,0,39984,39984,1,Prioritize earlier replenishment and protect high-margin SKUs
2089,999999,mixed_or_stable,11240.1936,28461.0115,39701.2051,1,No action – monitor only
1563,999999,mixed_or_stable,8404.968,30970.616,39375.584,1,No action – monitor only
120,999999,mixed_or_stable,7658.4840,31489.575650,39148.059650,1,No action – monitor only
1201,999999,mixed_or_stable,5759.226,33086.880,38846.106,1,No action – monitor only
581,999999,mixed_or_stable,7375.88,31329.045,38704.925,1,No action – monitor only
369,999999,mixed_or_stable,9161.04,29183.250,38344.290,1,No action – monitor only
422,500,mixed_or_stable,9952.550,28386.855,38339.405,1,No action – monitor only
553,999999,mixed_or_stable,11732.56,26534.04,38266.60,1,No action – monitor only
541,999999,mixed_or_stable,9964.64,28166.205,38130.845,1,No action – monitor only
401,999999,mixed_or_stable,7562.1,30414.17,37976.27,1,No action – monitor only
1598,999999,mixed_or_stable,7014.370,30904.15780,37918.52780,1,No action – monitor only
438,560,systematic_overforecast,4262.72,33451.60,37714.32,1,Reduce safety buffers and tighten replenishment thresholds
116,999999,mixed_or_stable,7592.2920,29996.690385,37588.982385,1,No action – monitor only
